Dropout_Rate,Experiment_Name,Test_Accuracy,Test_Loss
0.2,base_mnist_reg_DR_0.2,0.9600822743336865,0.0014931303115300596
0.3,base_mnist_reg_DR_0.3,0.9587520531787994,0.0015827166709965867
0.4,base_mnist_reg_DR_0.4,0.957199555673417,0.0016680443140375577
