Regularization,Display Name,Test Loss,Test Accuracy,Computation Time
None,None,0.002301221179544546,0.9516270999695845,617.5856623649597
L1,L1 1e-05,0.004766574945110994,0.868852056895092,669.8044812679291
L2,L2 0.0001,0.0036044556374667555,0.9074626227093351,678.6634769439697
DR,DR 0.3,0.003112988746695363,0.925390566610227,634.9123361110687
ES,ES 15,0.0022880878065161077,0.951862881517714,642.5527522563934
