ES_Value,Experiment_Name,Test_Accuracy,Test_Loss
15,base_cifar10_reg_ES_15,0.953052874962995,0.002255499170155852
5,base_cifar10_reg_ES_5,0.9529306057152475,0.0022531157703536333
10,base_cifar100_reg_ES_10,0.9516041620521788,0.0022854204838324314
