L1_Value,Experiment_Name,Test_Accuracy,Test_Loss
1e-05,base_mnist_reg_L1_1e-05,0.9507482515019217,0.0019457574257520354
0.0001,base_mnist_reg_L1_0.0001,0.9332230592229563,0.00310373022725248
0.001,base_mnist_reg_L1_0.001,0.163288279228909,0.09383499029145878
