L1_Value,Experiment_Name,Test_Accuracy,Test_Loss
1e-05,base_cifar100_reg_L1_1e-05,0.8061718990089027,0.006644403677623553
0.0001,base_cifar100_reg_L1_0.0001,0.6591239829731596,0.015088092464550286
0.001,base_cifar100_reg_L1_0.001,0.2526375756711717,0.07158511034717226
