Regularization,Display Name,Test Loss,Test Accuracy,Computation Time
None,None,0.008456797092844536,0.9000789656001291,591.8619110584259
L1,L1 1e-05,0.010643054754918169,0.8862003012067953,617.7656133174896
L2,L2 0.0001,0.010959797307469283,0.8818156092789522,630.4564893245697
DR,DR 0.2,0.008636950420298774,0.9012538126319837,582.2144269943237
ES,ES 5,0.00852838397666717,0.901417313108019,409.7069568634033
