ES_Value,Experiment_Name,Test_Accuracy,Test_Loss
10,base_stl10_reg_ES_10,0.951198878288269,0.002229396382346749
15,base_stl10_reg_ES_15,0.9508874845504761,0.0022424819972366094
5,base_stl10_reg_ES_5,0.9496971135139465,0.0022741248570382596
