Dropout_Rate,Experiment_Name,Test_Accuracy,Test_Loss
0.2,base_stl10_reg_DR_0.2,0.9289107193946838,0.003046960171312094
0.3,base_stl10_reg_DR_0.3,0.9116293420791626,0.0037460860218852757
0.4,base_stl10_reg_DR_0.4,0.8823848624229431,0.004461304720491171
