Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
1,0.03930458195060491,0.008344592837984584,0.5067562012970448,0.7637573875439395
2,0.013693410836160182,0.0073191166001188145,0.6442399369239807,0.7845193527306721
3,0.010857798790931702,0.00662858716277465,0.6896210236549377,0.8064896768065775
4,0.009851450309157371,0.006187193810488958,0.7098204556465149,0.8149530898993183
5,0.009301566979289055,0.006470265851658621,0.7217599159240723,0.8056451944029255
6,0.008971174563467502,0.006667800704432521,0.728932133102417,0.7893905662427283
7,0.008775089532881974,0.00593255079725081,0.7339228144645691,0.82309580608538
8,0.008534002409130334,0.006004210822521502,0.7395609497070312,0.8131011386585844
9,0.008359626230597496,0.006261387489925904,0.7444982130050659,0.8040287999590491
10,0.008328273464739322,0.0059366493343500195,0.7451954796791077,0.81654288814326
11,0.008071759889274836,0.005757672890166568,0.7525658001899719,0.8240620998819922
12,0.007956836009025574,0.006249840842903989,0.7558995625495911,0.8019904737259932
13,0.007914739722013474,0.006285389389985117,0.7564861282348633,0.8026651933694341
14,0.007820794331282377,0.0060429333021069405,0.7597551634788513,0.811887369414044
15,0.007821220687031746,0.005698944133510635,0.7595080780982971,0.8273303979521345
16,0.007705079114437103,0.005402532610804981,0.7632326946258545,0.8392251244016514
17,0.007608457068353891,0.005684719085811999,0.7659774117469788,0.8280058977710214
18,0.007498253577202558,0.0050963098390893954,0.7695071736335755,0.8537147876563346
19,0.0074468796938657765,0.005292743100387276,0.7709594836235046,0.8453496633821233
20,0.007432930207252502,0.005706326549599884,0.7712310834884644,0.8295605752118833
21,0.007399856174737215,0.005384907420060247,0.7721782186508178,0.8409521849292099
22,0.007313798999041319,0.004979192670790633,0.7750664266586303,0.857796074858137
23,0.007348566634953022,0.00523957599749326,0.7739222126960754,0.8482622815545198
24,0.007306442555040121,0.005080580649078841,0.7753712357521058,0.8522268116094505
25,0.007253032582253217,0.005419283399393984,0.776877444934845,0.8401262380514934
26,0.007273376450687647,0.005219459118452042,0.7759673859596252,0.8477560839835246
27,0.007266908972710371,0.004942679751047473,0.7760937215805054,0.8598542296962374
28,0.007245381414890289,0.005440439133175239,0.7771133160591126,0.8394720201279707
29,0.007180185214430094,0.00507555048687348,0.7789308784484863,0.8537527554354091
30,0.007197378014773131,0.0051499588865857975,0.7786708132743836,0.8517600100511199
31,0.007192631485313177,0.005134818034400796,0.7786795448303223,0.8536751031116315
32,0.0071766765080392364,0.005180533649103277,0.7793057250976563,0.8506482224555532
33,0.007130852013081312,0.004947734691178912,0.780471268081665,0.8588297196254608
34,0.007133458773046732,0.00498130114060963,0.7805855827331543,0.8564159475314389
35,0.007077882818877697,0.0050978380296925075,0.7821140253067017,0.8520074217182816
36,0.007119705878198147,0.00529646003251053,0.7806890336990356,0.8469534239191918
37,0.007083949945867062,0.00498167981518207,0.7820494336128235,0.8573293704895457
38,0.007048312693834304,0.00491244592674219,0.7833065377235413,0.8605628116115643
39,0.007071211449801922,0.004870399553921952,0.7825377893447876,0.8614936281161704
40,0.007048596530407667,0.004958295002342409,0.7831285360336304,0.8577748244735086
41,0.00703559412509203,0.004967344835827685,0.7832969920158386,0.8590143501378928
42,0.00701978035569191,0.004875210523130787,0.7845393021583558,0.8600575517696939
43,0.007022595213353634,0.004886712864112512,0.7838821002006531,0.8605106499544375
44,0.006996625918895006,0.004919510049994584,0.7845783644676209,0.8594910984586
45,0.007041503503918647,0.004850859211010348,0.7832069615364075,0.8627419642582062
46,0.0070066036410629745,0.004842568295681552,0.7848384547233581,0.8628553846839128
47,0.007001257054507732,0.00477998881677913,0.7847823103904724,0.8647049388308434
48,0.0070141295574605465,0.004892986487288763,0.7840537632942199,0.8614116960270389
49,0.006972755544632673,0.005048826989379658,0.7853584100723267,0.8564412172432918
50,0.006993705756217241,0.004750056269394744,0.7846987274169922,0.8657118237701951
