Experiment,Test Loss,Test Accuracy,Computation Time,CleanName
base_cifar100,0.004248122678725583,0.8821352701278249,640.2418484687805,Base
brightness_cifar100,0.006539765104746363,0.8035578834023446,658.0389378070831,Brightness
color_jitter_cifar100,0.005630238865543703,0.8333241206825159,719.8786404132843,Color Jitter
contrast_cifar100,0.005344739634614841,0.8469407285095021,634.3164262771606,Contrast
custom_augmentation_1_cifar100,0.014838786279652148,0.6055561099082801,678.2242691516876,Custom Augmentation 1
cutout_cifar100,0.004313722424873501,0.8801302773178004,636.7534825801849,Cutout
flipping_cifar100,0.03483968541310851,0.3978967140814301,641.2063598632812,Flipping
gaussian_noise_cifar100,0.004303536981427271,0.880942749369676,642.8884599208832,Gaussian Noise
random_crop_cifar100,0.015857809086798864,0.6770516015162134,623.4609777927399,Random Crop
rotation_cifar100,0.0062431415341272474,0.8259926764828385,668.4351541996002,Rotation
scaling_cifar100,0.00463465286810307,0.869028424001803,654.3780469894409,Scaling
shearing_cifar100,0.006887714968768844,0.8234890687997174,657.2832136154175,Shearing
