L1_Value,Experiment_Name,Test_Accuracy,Test_Loss
1e-05,base_mnist_reg_L1_1e-05,0.9320964532293332,0.0037372500967875026
0.0001,base_mnist_reg_L1_0.0001,0.9224198153064509,0.004757364390263702
0.001,base_mnist_reg_L1_0.001,0.16353251495558746,0.0938173322730763
