Experiment,Test Loss,Test Accuracy,Computation Time,CleanName
base_cifar100,0.009171294730607491,0.7459995921250362,1164.0599391460419,Base
brightness_cifar100,0.012825029961480076,0.6495633307535937,1134.5018491744995,Brightness
color_jitter_cifar100,0.011334689387422839,0.6897198979262333,1064.2346658706665,Color Jitter
contrast_cifar100,0.010146968772599272,0.721895954791148,996.6044638156891,Contrast
custom_augmentation_1_cifar100,0.01916924398985638,0.5469850707965292,1019.243414402008,Custom Augmentation 1
cutout_cifar100,0.009157806124751734,0.7470973832592084,1000.0000360012054,Cutout
flipping_cifar100,0.03801638744534201,0.3573165313833079,994.0563704967499,Flipping
gaussian_noise_cifar100,0.009317519006787971,0.743286509802387,982.1432151794434,Gaussian Noise
random_crop_cifar100,0.016600808300742297,0.6357425937227382,982.7047035694122,Random Crop
rotation_cifar100,0.011315360451769677,0.6982817304362158,1014.4758610725403,Rotation
scaling_cifar100,0.009693826436047341,0.7357401479581359,1016.083393573761,Scaling
shearing_cifar100,0.01083429748560213,0.7192071680050747,1014.3464665412903,Shearing
