Regularization,Display Name,Test Loss,Test Accuracy,Computation Time
None,None,0.00913929820037002,0.7459377164294005,616.1983878612518
L1,L1 1e-05,0.011582855645353628,0.6818928517353763,667.4051749706268
L2,L2 0.0001,0.010653813725491618,0.7090534981648633,654.0508272647858
DR,DR 0.2,0.009538566640275678,0.7343291465643864,620.3497893810272
ES,ES 10,0.009108564258808164,0.7479176001184306,603.7023017406464
