L1_Value,Experiment_Name,Test_Accuracy,Test_Loss
1e-05,base_stl10_reg_L1_1e-05,0.7521436929702758,0.009631287023425103
0.0001,base_stl10_reg_L1_0.0001,0.6494852328300476,0.014546388432383537
0.001,base_stl10_reg_L1_0.001,0.2540461858510971,0.06886334237456322
