L1_Value,Experiment_Name,Test_Accuracy,Test_Loss
1e-05,base_cifar100_reg_L1_1e-05,0.868852056895092,0.004766574945110994
0.0001,base_cifar100_reg_L1_0.0001,0.6908267926258645,0.013922636557346697
0.001,base_cifar100_reg_L1_0.001,0.2531328863778691,0.0715792560653322
