Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
1,0.05115276902019977,0.03868913066804789,0.385422715139389,0.37230192551946945
2,0.025055428121984004,0.025283119018385366,0.49665482609272005,0.46546567682248013
3,0.0197172806635499,0.014152435443488655,0.5517725107431412,0.6350180134651767
4,0.018834918797016143,0.033713001651084346,0.5676797551870346,0.4171046789284724
5,0.0186101182281971,0.017426750314226195,0.5733612979888916,0.5750369797846314
6,0.016830368250608446,0.032404377890430436,0.5919892046689987,0.4088823943381097
7,0.016066898177564144,0.017993533260123745,0.603954893565178,0.5596578356566703
8,0.015474127672612668,0.013160033774366425,0.6127060974359513,0.6505184841763442
9,0.015872048395872116,0.01565731735603445,0.6140558294057846,0.5965338877052259
10,0.015672344064712525,0.012750174767177576,0.6116020048379898,0.6606320465446278
11,0.015870549499988555,0.01793242729963011,0.6105146421909332,0.5535941017661125
12,0.014896767838299274,0.022892937230266582,0.6235242786169052,0.477762417049165
13,0.0154874123737216,0.016239201489859707,0.6192820734977722,0.5814473856786254
14,0.015952160501480104,0.014010210990146467,0.6165466901779175,0.6326852998915752
15,0.014189718753099441,0.011852809868658044,0.6339104024410248,0.6777059826881263
16,0.015991696560382844,0.012537651090247995,0.6173362731575965,0.6581725307330963
17,0.014199596352875233,0.017358962487975124,0.6364577108383179,0.5579754812702252
18,0.01568684617578983,0.01714875776866439,0.6218913848161698,0.5635946666359142
19,0.013484624238312244,0.01605816767402705,0.6506418161392212,0.5817268080772109
20,0.014593063321709633,0.021605857499655646,0.6345092961549759,0.4890545369333522
21,0.014477431009709834,0.015412974734879603,0.6349289009809495,0.5985161077444721
22,0.013630070035159588,0.011727413257500928,0.6471787962198258,0.6828560362196272
23,0.013081696957349778,0.011237965356914481,0.657021406030655,0.6948575442004356
24,0.014232001972198486,0.012532378576553552,0.6404667517185211,0.6681668101602299
25,0.012685185085237026,0.016168327159752513,0.6634429566860199,0.5815338503782916
26,0.012809874466061593,0.01568421579683852,0.6649097047805786,0.5924665012936683
27,0.014523047967255115,0.012312476671520313,0.6462467164158822,0.6646938969375221
28,0.015016337195038795,0.01390772096955093,0.6370560405731202,0.6235950775207229
29,0.01308221788108349,0.013555212717527037,0.6580235790729523,0.6335646711337338
30,0.01247455017119646,0.017160422174604076,0.6683590287208557,0.5597478994138682
31,0.012639450758695603,0.01717753282445631,0.6681456988811493,0.5608784093219004
32,0.013101402707397937,0.01281216770861369,0.6601151407241821,0.6586353482714125
33,0.012597577513754368,0.01470960590063007,0.6695524196863174,0.622183199521083
34,0.01343764828890562,0.020157463468943433,0.6549806741714478,0.5108257873802428
35,0.014495644909143448,0.01190603328097588,0.639471471452713,0.6710085716976482
36,0.013131739675998687,0.012451093839659432,0.6590136998414994,0.6610043143770498
37,0.013182135581970214,0.01142980339254733,0.6617637481212616,0.6893804479556479
38,0.012203592059016227,0.01151473374716985,0.6735731645584107,0.6875866795801053
39,0.012766445308923721,0.012524942820001939,0.6645529653072357,0.6591425807612716
40,0.01201261523514986,0.012031580315558774,0.6791812531471253,0.6745475105419281
41,0.012379585619270802,0.01144440065784629,0.6755293904781342,0.6872288607488013
42,0.012582362358272075,0.012525367431912073,0.6720263784408569,0.6588071482196735
43,0.012111812464892863,0.011684535261077485,0.6804913367271423,0.6779771413013433
44,0.013671720941364766,0.01091686571550787,0.6517512089967727,0.7022258210334049
45,0.011926767130196095,0.01202486718820918,0.6808543176174163,0.6794056041984801
46,0.012535325460135936,0.011872425295744731,0.6719954304218292,0.677976948820102
47,0.012294570709764958,0.014980803985314765,0.6790487185955048,0.6054849670191479
48,0.012764950977265835,0.011235803929246535,0.6723311226606369,0.691978132269185
49,0.01231843520104885,0.011163345668583539,0.67617278175354,0.6962251644225637
50,0.012619455116987229,0.01253681938359692,0.6738399527072907,0.6600722351651283
