Dropout_Rate,Experiment_Name,Test_Accuracy,Test_Loss
0.3,base_cifar100_reg_DR_0.3,0.925390566610227,0.003112988746695363
0.4,base_cifar100_reg_DR_0.4,0.9158746865904255,0.003405968755020932
0.2,base_cifar100_reg_DR_0.2,0.8769419652641199,0.004141303219767228
