L2_Value,Experiment_Name,Test_Accuracy,Test_Loss
0.0001,base_mnist_reg_L2_0.0001,0.9329982483462923,0.003648657379909211
0.001,base_mnist_reg_L2_0.001,0.8934991967146564,0.00628635663669675
0.01,base_mnist_reg_L2_0.01,0.7646521022365351,0.02133853692015645
