ES_Value,Experiment_Name,Test_Accuracy,Test_Loss
10,base_cifar100_reg_ES_10,0.7479176001184306,0.009108564258808164
15,base_cifar100_reg_ES_15,0.7456541786527937,0.009151150709741814
5,base_cifar100_reg_ES_5,0.7447899356009854,0.009237585156254328
