Regularization,Display Name,Test Loss,Test Accuracy,Computation Time
None,None,0.0022695525134112803,0.952520241403276,634.8053503036499
L1,L1 1e-05,0.004095701574923317,0.8895111273808084,666.7809870243073
L2,L2 0.0001,0.0033155635613236266,0.9174536014818082,677.794718503952
DR,DR 0.2,0.002664980487482753,0.9413255392366154,642.5485026836395
ES,ES 15,0.002255499170155852,0.953052874962995,714.3482959270477
