Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
1,0.14897612671530436,0.01732274773530662,0.5418114003444475,0.6547883860766888
2,0.056926609268264164,0.013853070500772446,0.6594394615718296,0.6813908033072948
3,0.04233963941297834,0.012301582435611635,0.6545822454823388,0.7049625925719738
4,0.031476876920177824,0.011902009136974812,0.7059887013738118,0.7135717831552029
5,0.02747664594697574,0.012795472401194274,0.6919664153977046,0.6795435845851898
6,0.02752747516783457,0.012652271485421807,0.6527962159542811,0.6924260258674622
7,0.022733498275989576,0.011694267799612135,0.7089409099684821,0.7133499532938004
8,0.020941579448325292,0.011798425286542624,0.7055347817284721,0.713413268327713
9,0.019827421931993394,0.011648457031697035,0.7090568268109881,0.7126214392483234
10,0.020690138850893294,0.013448001234792173,0.6792613712568132,0.6794876903295517
11,0.018904719531299578,0.011533194920048118,0.7097870868349833,0.7180608101189137
12,0.01784617066501625,0.012874550884589553,0.7121730323821779,0.6899386532604694
13,0.01794227274755637,0.011940614902414382,0.701736016879006,0.7113770246505737
14,0.01726653691499479,0.012064250302501023,0.7102519803576999,0.6974467858672142
15,0.021006287799941167,0.012093180150259286,0.6446911456092955,0.7036959640681744
16,0.01741837441093392,0.011649598716758192,0.7126906145186651,0.717170674353838
17,0.01661473477170581,0.011619529162999243,0.7139129780587696,0.7134116180241108
18,0.016386191301520855,0.01150119851808995,0.7145767476823595,0.7192781269550323
19,0.016225844606875428,0.011551830684766173,0.7137515885489327,0.7170163579285145
20,0.016217546419255317,0.012485154729802161,0.7107681698269315,0.6983335502445698
21,0.01868542960830151,0.011980252573266625,0.663221936377268,0.7020382881164551
22,0.016418671072830283,0.011643371952231973,0.7143323828303625,0.7161117382347584
23,0.015875653895948614,0.01157842914108187,0.7147992064082433,0.7186482213437557
24,0.015899020350641675,0.011525107955094427,0.7126486481182159,0.719551581889391
25,0.015728994686570432,0.012008673918899149,0.714613656202952,0.7103028483688831
26,0.015733442003173486,0.01184056478086859,0.7121173928654383,0.7065374702215195
27,0.02019625665649535,0.026372869382612407,0.6444948064902473,0.4824824742972851
28,0.02137872585583301,0.011614079354330897,0.6578866787373073,0.7187290191650391
29,0.016136190706183984,0.011568055138923228,0.7152954453513736,0.716542437672615
30,0.015717387332447937,0.01153468037955463,0.7148854240538582,0.718295443803072
31,0.015549684298180398,0.011550266877748072,0.7151694250485253,0.717477835714817
32,0.01544602760779006,0.011622855847235769,0.7159453204699925,0.7181455940008163
33,0.01544956024736166,0.01166430494049564,0.7140419369652158,0.7178464867174625
34,0.01539471557748223,0.011576282267924398,0.7152878783998036,0.7174400649964809
35,0.015346382907222188,0.011677112546749413,0.7149300745555333,0.7119775339961052
36,0.015364299735261334,0.011652986577246338,0.7141183652575054,0.7134935930371284
37,0.015804679118215093,0.01174625038402155,0.7059214067837548,0.7167293429374695
38,0.020104533977924832,0.012084856338333338,0.6523330765111106,0.7047955878078938
39,0.016322726516851356,0.011681849719025195,0.7112485766410828,0.7163685038685799
40,0.015465812890657358,0.011588177236262709,0.7150713120188031,0.7193300798535347
41,0.015341081183462862,0.011609355977270752,0.7145140275122628,0.7190591469407082
42,0.015254707312181828,0.011945825768634677,0.7145495055213807,0.7129031866788864
43,0.01722813816001964,0.01183001371100545,0.6757451608067467,0.7133569121360779
44,0.015543954210385444,0.011688837839756161,0.7133739760943821,0.7177433259785175
45,0.015246113274423849,0.011645094607956707,0.7145640821683974,0.7184908352792263
46,0.01517958826725445,0.01171045476803556,0.7149427306084406,0.7148005329072475
47,0.015166298929779302,0.011662299453746527,0.7141112609515115,0.717964556068182
48,0.01519667992870959,0.011792202712967992,0.7132837318238758,0.7099345959722996
49,0.015347678391706376,0.011899586010258645,0.7096546462603978,0.7148562483489513
50,0.015583985603399693,0.011789128591772169,0.7076405844991169,0.7119639962911606
