L2_Value,Experiment_Name,Test_Accuracy,Test_Loss
0.0001,base_cifar10_reg_L2_0.0001,0.8464831869313671,0.005327860098094887
0.001,base_cifar10_reg_L2_0.001,0.6875102557953755,0.011988295598109816
0.01,base_cifar10_reg_L2_0.01,0.6151338352519236,0.017025300070263778
