L1_Value,Experiment_Name,Test_Accuracy,Test_Loss
1e-05,base_stl10_reg_L1_1e-05,0.8598623914718628,0.005382719710469246
0.0001,base_stl10_reg_L1_0.0001,0.7438579449653625,0.010614877693355083
0.001,base_stl10_reg_L1_0.001,0.2556827231645584,0.06884292164444923
