Experiment,Test Loss,Test Accuracy,Computation Time,CleanName
base_stl10,0.007495448052883148,0.8023488674163818,463.65941429138184,Base
brightness_stl10,0.01648120079934597,0.5821583709716797,467.6939458847046,Brightness
color_jitter_stl10,0.009280692972242831,0.754671543598175,649.70374751091,Color Jitter
contrast_stl10,0.008706295758485794,0.771936502456665,500.14468479156494,Contrast
custom_augmentation_1_stl10,0.02652943554520607,0.45534977126121523,478.97226333618164,Custom Augmentation 1
cutout_stl10,0.007892739780247212,0.7915521817207336,494.31765127182007,Cutout
flipping_stl10,0.04936273068189621,0.30870851612091066,474.8247892856598,Flipping
gaussian_noise_stl10,0.00828285838663578,0.7810596766471862,472.2680399417877,Gaussian Noise
random_crop_stl10,0.021384599387645722,0.5933555903434753,472.8498749732971,Random Crop
rotation_stl10,0.019413307726383208,0.6036486811637879,474.81268095970154,Rotation
scaling_stl10,0.01354993062466383,0.7012104701995849,482.487327337265,Scaling
shearing_stl10,0.010483837135136127,0.7478763303756714,478.301029920578,Shearing
