L2_Value,Experiment_Name,Test_Accuracy,Test_Loss
0.0001,base_mnist_reg_L2_0.0001,0.952087105079821,0.0019429246190591318
0.001,base_mnist_reg_L2_0.001,0.9107967797358325,0.004420426545166381
0.01,base_mnist_reg_L2_0.01,0.7707284225779734,0.019766794244764716
