L1_Value,Experiment_Name,Test_Accuracy,Test_Loss
1e-05,base_cifar10_reg_L1_1e-05,0.8254790943898972,0.0059822858548515545
0.0001,base_cifar10_reg_L1_0.0001,0.6797591466812571,0.012255347755019831
0.001,base_cifar10_reg_L1_0.001,0.2759223923941327,0.0628200600481337
