ES_Value,Experiment_Name,Test_Accuracy,Test_Loss
10,base_cifar10_reg_ES_10,0.8850390394781805,0.00415356728325414
5,base_cifar100_reg_ES_5,0.8845982521202913,0.0041705938278561
15,base_cifar10_reg_ES_15,0.8845736623569659,0.004166897783755876
