Dropout_Rate,Experiment_Name,Test_Accuracy,Test_Loss
0.2,base_stl10_reg_DR_0.2,0.8859341130256653,0.004373074581846595
0.3,base_stl10_reg_DR_0.3,0.8414880113601685,0.005691617548465729
0.4,base_stl10_reg_DR_0.4,0.7701576495170593,0.006801639828830958
