L2_Value,Experiment_Name,Test_Accuracy,Test_Loss
0.0001,base_stl10_reg_L2_0.0001,0.8822480001449585,0.0046353724412620066
0.001,base_stl10_reg_L2_0.001,0.7416552872657776,0.010425810918211938
0.01,base_stl10_reg_L2_0.01,0.6193286800384521,0.019924354746937753
