L2_Value,Experiment_Name,Test_Accuracy,Test_Loss
0.0001,base_cifar100_reg_L2_0.0001,0.8323769406148582,0.005779625782683776
0.001,base_cifar100_reg_L2_0.001,0.6591564120760389,0.015118790547227024
0.01,base_cifar100_reg_L2_0.01,0.5962189652357891,0.020154496381996543
