L1_Value,Experiment_Name,Test_Accuracy,Test_Loss
1e-05,base_cifar100_reg_L1_1e-05,0.6676794374065035,0.01236908547698882
0.0001,base_cifar100_reg_L1_0.0001,0.581793575909487,0.01873503504973498
0.001,base_cifar100_reg_L1_0.001,0.2530163236104759,0.07158100500607946
