Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
1,0.04847125618457794,0.011245783418416977,0.6498397645056248,0.7058439672372903
2,0.018925710047781468,0.010776885482630913,0.7079656858444214,0.7193543755324783
3,0.017086865438520907,0.01087629099845127,0.7058619259357453,0.717759073539904
4,0.01624147696495056,0.010911177873469083,0.7114954868316651,0.7178581432931742
5,0.016001292543113232,0.01300257135324987,0.7114291137218476,0.64641082097011
6,0.015835014414787293,0.010844852466871785,0.7132548785209656,0.7190855828819761
7,0.015704642690718175,0.0109546315814754,0.714316182088852,0.7173380126619036
8,0.015703743045032026,0.010878521391445664,0.7143728457450866,0.7189987282844106
9,0.015567106732726098,0.013316448309286764,0.7155934122085571,0.6580137872392204
10,0.015513101500272752,0.010759467241253443,0.7184842725753784,0.7206513748806753
11,0.015907095254957676,0.010700542539073403,0.7137125597953796,0.7214242299650885
12,0.015343809674680233,0.010959060969436244,0.7205701216697693,0.7158831479443106
13,0.015585207724571228,0.01072920730729012,0.7171429079532623,0.7204006257330536
14,0.015500804631412029,0.010726964747782345,0.71852134141922,0.7215121855401689
15,0.015333787880837918,0.0107581049002185,0.7210669958114624,0.720700454560055
16,0.015391104297339916,0.010730640731372271,0.7197420539855957,0.7216370090557511
17,0.015520517964661121,0.01078901500411474,0.718387396812439,0.7182477773374812
18,0.01577153917402029,0.010697908396980945,0.7154770628929138,0.7217995414308681
19,0.015270752355456352,0.010698155648294528,0.7220725288391113,0.7211064176194987
20,0.015566345669329167,0.010698676577941248,0.717785949420929,0.721714629109498
21,0.015263517294824124,0.01083277102417437,0.7222102004051209,0.7179548463244347
22,0.01584506008476019,0.010695148870396387,0.7154840521812439,0.722046598886988
23,0.015250217112898827,0.010813529704027115,0.7226234326362609,0.7187744466362486
24,0.015284078557789326,0.010724032540942074,0.7215022005081176,0.7213670486097883
25,0.01559231131374836,0.0107348032212656,0.7182477081298828,0.7201997687102882
26,0.015260641983151435,0.010921487388954421,0.7218793009757996,0.7150158255722872
27,0.015324575579166413,0.010693892409467394,0.7209590923309326,0.7211030805186861
28,0.01540045603364706,0.010730999355815398,0.7199691692352295,0.7210961477771686
29,0.015514430141448975,0.010766779653917832,0.7192384401321411,0.7195776868018375
30,0.015260093972086906,0.010733991908799312,0.722028877544403,0.7206529291572085
31,0.015308294516801834,0.010677139434939737,0.7214860563278198,0.7220136185360563
32,0.01581144284904003,0.0106612887043672,0.7169208441734314,0.7223589644310581
33,0.015236386977136135,0.010674984757877459,0.7225348004341126,0.72209234222485
34,0.015298463280498982,0.010694805930137255,0.7212953248023987,0.7217549651291719
35,0.015303183603286743,0.010725550543350778,0.7210934032440186,0.720228209996679
36,0.0153026218816638,0.010704281146691483,0.7213062363624573,0.7210817944472003
37,0.015781288839876652,0.010657358268026714,0.7173816117286682,0.722431016955406
38,0.015243870423734188,0.010770939788810767,0.7224316694259644,0.7204677189231679
39,0.01525801523923874,0.010773352098170739,0.7220935169219971,0.7195243303942832
40,0.015598230004310609,0.010689893387447877,0.7182703241348266,0.7218398766912473
41,0.015234079360961914,0.010767719963458693,0.7226090537071228,0.7190480372708314
42,0.015257173585891723,0.010841676514524563,0.7220534699440002,0.7183823520970193
43,0.015561502052843571,0.0108084689980005,0.7191158067703247,0.7190590181927772
44,0.0152543344065547,0.010860293255347734,0.7221052452087402,0.7179647604371332
45,0.015250385202467442,0.010678338847912042,0.7222961948394775,0.7221857764918334
46,0.01545791801661253,0.010710807268027287,0.7200902704238892,0.7215699135877525
47,0.015272677662968635,0.01066740076680472,0.7219423943519593,0.722118131294372
48,0.015313741068542004,0.010843654341141509,0.7213167201995849,0.7169521394049286
49,0.015266139523684979,0.010698439648291867,0.7220461144447327,0.72100313643741
50,0.015310590061545372,0.01071108942910744,0.721329423046112,0.7215567937322483
