Dropout_Rate,Experiment_Name,Test_Accuracy,Test_Loss
0.2,base_mnist_reg_DR_0.2,0.9012538126319837,0.008636950420298774
0.4,base_mnist_reg_DR_0.4,0.8983172668013603,0.008981229719605036
0.3,base_mnist_reg_DR_0.3,0.8946156494177071,0.008855520501424363
