L1_Value,Experiment_Name,Test_Accuracy,Test_Loss
1e-05,base_cifar10_reg_L1_1e-05,0.8895111273808084,0.004095701574923317
0.0001,base_cifar10_reg_L1_0.0001,0.7379965045649535,0.009631893413651522
0.001,base_cifar10_reg_L1_0.001,0.27579429555850427,0.06279196075288354
