Regularization,Display Name,Test Loss,Test Accuracy,Computation Time
None,None,0.004248122678725583,0.8821352701278249,640.2418484687805
L1,L1 1e-05,0.006644403677623553,0.8061718990089027,645.5747864246368
L2,L2 0.0001,0.005779625782683776,0.8323769406148582,651.1684577465057
DR,DR 0.3,0.0047627638989857805,0.8652781623943596,657.4586219787598
ES,ES 5,0.0041705938278561,0.8845982521202913,590.7283887863159
