L2_Value,Experiment_Name,Test_Accuracy,Test_Loss
0.0001,base_cifar100_reg_L2_0.0001,0.9074626227093351,0.0036044556374667555
0.001,base_cifar100_reg_L2_0.001,0.694334595446374,0.013684422133644675
0.01,base_cifar100_reg_L2_0.01,0.6126208650838038,0.01929109829483898
