Regularization,Display Name,Test Loss,Test Accuracy,Computation Time
None,None,0.007495448052883148,0.8023488674163818,463.65941429138184
L1,L1 1e-05,0.009631287023425103,0.7521436929702758,426.2548153400421
L2,L2 0.0001,0.009384291142225266,0.7573013167381286,426.1337265968323
DR,DR 0.2,0.008200717560946941,0.7814312133789062,435.43913221359253
ES,ES 10,0.007685987159609795,0.7978290462493897,421.67148184776306
