ES_Value,Experiment_Name,Test_Accuracy,Test_Loss
10,base_mnist_reg_ES_10,0.961119769105486,0.0014232740326707435
15,base_mnist_reg_ES_15,0.9608671543704477,0.0014347770202394789
5,base_mnist_reg_ES_5,0.9607303108379339,0.0014339649054714164
