L1_Value,Experiment_Name,Test_Accuracy,Test_Loss
1e-05,base_stl10_reg_L1_1e-05,0.7430813760757446,0.010078770220279693
0.0001,base_stl10_reg_L1_0.0001,0.7161221280097961,0.01156170053780079
0.001,base_stl10_reg_L1_0.001,0.2554527840614319,0.0690020801126957
