ES_Value,Experiment_Name,Test_Accuracy,Test_Loss
10,base_stl10_reg_ES_10,0.7978290462493897,0.007685987159609795
5,base_stl10_reg_ES_5,0.7973856220245361,0.007706844337284565
15,base_stl10_reg_ES_15,0.7962281413078308,0.00773516970127821
