ES_Value,Experiment_Name,Test_Accuracy,Test_Loss
5,base_mnist_reg_ES_5,0.901417313108019,0.00852838397666717
15,base_mnist_reg_ES_15,0.9013262975747418,0.0085162715363512
10,base_mnist_reg_ES_10,0.9011536540499159,0.008505926547560152
