L1_Value,Experiment_Name,Test_Accuracy,Test_Loss
1e-05,base_mnist_reg_L1_1e-05,0.8862003012067953,0.010643054754918169
0.0001,base_mnist_reg_L1_0.0001,0.8538480689571162,0.014814722577145525
0.001,base_mnist_reg_L1_0.001,0.1634875780837551,0.09383557955170893
