Dropout_Rate,Experiment_Name,Test_Accuracy,Test_Loss
0.2,base_cifar100_reg_DR_0.2,0.7343291465643864,0.009538566640275678
0.3,base_cifar10_reg_DR_0.3,0.7193146272070089,0.009860783133204955
0.4,base_cifar100_reg_DR_0.4,0.7181184493052731,0.010101882201044044
