Dropout_Rate,Experiment_Name,Test_Accuracy,Test_Loss
0.2,base_stl10_reg_DR_0.2,0.7814312133789062,0.008200717560946941
0.3,base_stl10_reg_DR_0.3,0.6919284162521362,0.010045871406793595
0.4,base_stl10_reg_DR_0.4,0.6747029423713684,0.010544110640883446
